" 1127466","【德运牛奶】澳大利亚 进口牛奶 德运（Devondale） 全脂牛奶 1L*10 整箱装【行情 报价 价格 评测】-京东","德运（Devondale）京东自营旗舰店","99.00","https://item.jd.com/1127466.html","0.99","550000","2400","1600"
" 1127466","【德运牛奶】澳大利亚 进口牛奶 德运（Devondale） 全脂牛奶 1L*10 整箱装【行情 报价 价格 评测】-京东","德运（Devondale）京东自营旗舰店","99.00","https://item.jd.com/1127466.html","0.99","550000","2400","1600"
" 1857014","【爱氏晨曦1×24盒×200ml全脂牛奶】德国 进口牛奶 Arla爱氏晨曦 全脂牛奶 200ml*24 整箱装【行情 报价 价格 评测】-京东","爱氏晨曦Arla京东自营旗舰店","52.80","https://item.jd.com/1857014.html","0.99","670000","3300","1800"
" 1385736","【欧德堡牛奶】德国DMK进口牛奶  欧德堡（Oldenburger）超高温处理全脂纯牛奶200ml*24盒【行情 报价 价格 评测】-京东","欧德堡牛奶京东自营旗舰店","79.00","https://item.jd.com/1385736.html","0.98","1620000","14000","8800"
" 4599133","【兰雀牛奶】欧洲原装进口牛奶 兰雀全脂纯牛奶1L*12  营养早餐 高脂奶3.2%fat 整箱装【行情 报价 价格 评测】-京东","兰雀牛奶京东自营旗舰店","89.90","https://item.jd.com/4599133.html","0.99","160000","200","200"
" 2149283","【德亚酸牛奶】【24盒装】德国进口酸奶 德亚（Weidendorf）200ml*24 整箱装【行情 报价 价格 评测】-京东","德亚牛奶京东自营旗舰店","89.90","https://item.jd.com/2149283.html","0.99","220000","600","500"
" 1796166","【安佳脱脂】新西兰原装进口 安佳（Anchor）轻欣纯牛奶 超高温灭菌脱脂牛奶250*24原箱装【行情 报价 价格 评测】-京东","安佳牛奶京东自营旗舰店","89.00","https://item.jd.com/1796166.html","0.99","130000","400","300"
" 1533902","【纽仕兰250ml*24家庭装】纽仕兰牧场 Theland 3.5g蛋白质 全脂纯牛奶 250ml*24家庭装 新西兰进口【行情 报价 价格 评测】-京东","纽仕兰（Theland）京东自营旗舰店","69.90","https://item.jd.com/1533902.html","0.99","290000","900","500"
" 1307900","【爱氏晨曦牛奶】德国 进口牛奶 Arla爱氏晨曦 全脂牛奶 1L*12 整箱装【行情 报价 价格 评测】-京东","爱氏晨曦Arla京东自营旗舰店","94.00","https://item.jd.com/1307900.html","0.98","490000","3100","2100"
" 896024","【德亚牛奶】德国进口牛奶 德亚（Weidendorf）全脂 200ml*30 整箱装（新老包装随机发货）【行情 报价 价格 评测】-京东","德亚牛奶京东自营旗舰店","76.00","https://item.jd.com/896024.html","0.99","420000","1900","1100"
" 2118943","【哈威鲜牛奶】澳大利亚 进口牛奶 哈威鲜(Harvey fresh)牛奶 全脂纯牛奶 1L*12盒【行情 报价 价格 评测】-京东","[]","89.00","https://item.jd.com/2118943.html","0.99","240000","700","500"
" 627718","【欧德堡牛奶】德国DMK进口牛奶  欧德堡（Oldenburger）超高温处理全脂纯牛奶1L*12盒【行情 报价 价格 评测】-京东","欧德堡牛奶京东自营旗舰店","135.00","https://item.jd.com/627718.html","0.98","1080000","9200","6600"
" 1284568","【德运牛奶】澳大利亚 进口牛奶 德运 （Devondale ）全脂牛奶200ml*24整箱装（两种包装随机发货）【行情 报价 价格 评测】-京东","德运（Devondale）京东自营旗舰店","79.00","https://item.jd.com/1284568.html","0.99","190000","900","500"
" 1070841","【安佳超高温灭菌100%全脂纯牛奶】新西兰原装进口牛奶 安佳Anchor全脂牛奶UHT纯牛奶1L*12 整箱装【行情 报价 价格 评测】-京东","安佳牛奶京东自营旗舰店","139.00","https://item.jd.com/1070841.html","0.99","330000","1200","1000"
" 7038908","【荷兰乳牛荷兰乳牛 全脂牛奶1L*6 整箱装】法国原装进口 荷兰乳牛 全脂纯牛奶1L*6 整箱装【行情 报价 价格 评测】-京东","荷兰乳牛京东自营旗舰店","54.00","https://item.jd.com/7038908.html","0.99","49000","50","40"
" 1546827","【安佳儿童牛奶】新西兰原装进口儿童牛奶 安佳（Anchor）金装儿童牛奶 调制乳 190ml*27 整箱装【行情 报价 价格 评测】-京东","安佳牛奶京东自营旗舰店","109.00","https://item.jd.com/1546827.html","0.99","110000","200","100"
" 896020","【德亚牛奶】德国进口牛奶 德亚（Weidendorf）全脂 1L*12【行情 报价 价格 评测】-京东","德亚牛奶京东自营旗舰店","105.00","https://item.jd.com/896020.html","0.99","160000","600","500"
" 1133843","【德运牛奶】澳大利亚 进口牛奶 德运（Devondale）脱脂牛奶 1L*10 整箱装【行情 报价 价格 评测】-京东","德运（Devondale）京东自营旗舰店","99.00","https://item.jd.com/1133843.html","0.98","150000","1200","700"
" 2149294","【德亚脱脂牛奶】德国进口牛奶 德亚（Weidendorf）脱脂 200ml*30 整箱装（新老包装随机发货）【行情 报价 价格 评测】-京东","德亚牛奶京东自营旗舰店","79.00","https://item.jd.com/2149294.html","0.99","120000","600","300"
" 2816155","【欧德堡脱脂牛奶】德国DMK进口牛奶  欧德堡（Oldenburger）超高温处理脱脂牛奶200ml*24盒【行情 报价 价格 评测】-京东","欧德堡牛奶京东自营旗舰店","79.00","https://item.jd.com/2816155.html","0.98","250000","1900","1500"
" 1857008","【爱氏晨曦 脱脂牛奶 1L*12】德国 进口牛奶 Arla爱氏晨曦 脱脂牛奶 1L*12 整箱装【行情 报价 价格 评测】-京东","爱氏晨曦Arla京东自营旗舰店","92.00","https://item.jd.com/1857008.html","0.98","130000","800","600"
" 1284576","【德运牛奶】澳大利亚 进口牛奶 德运 （Devondale ）脱脂牛奶200ml*24整箱装【行情 报价 价格 评测】-京东","德运（Devondale）京东自营旗舰店","79.00","https://item.jd.com/1284576.html","0.99","78000","300","200"
" 4599135","【兰雀牛奶】欧洲原装进口牛奶 兰雀全脂纯牛奶200ml*12  早餐搭配  高脂奶3.5%fat 礼盒装【行情 报价 价格 评测】-京东","兰雀牛奶京东自营旗舰店","29.90","https://item.jd.com/4599135.html","0.99","56000","100","100"
" 3152976","【澳牧牛奶】澳大利亚 澳牧（Australia’s Own) 儿童成长牛奶 高端全脂纯进口牛奶早餐奶 200mlx15【行情 报价 价格 评测】-京东","澳牧京东自营旗舰店","128.00","https://item.jd.com/3152976.html","0.99","52000","60","50"
" 1803729","【甘蒂牧场牛奶】德国进口 甘蒂牧场（MUH）牧牌 全脂纯牛奶 200ml*24盒 进口纯牛奶 整箱【行情 报价 价格 评测】-京东","甘蒂牧场京东自营旗舰店","69.00","https://item.jd.com/1803729.html","0.99","94000","200","100"
" 2122249","【德运牛奶】澳洲 德运(Devondale)原装进口牛奶 全脂纯牛奶箱装 1L*10盒【行情 报价 价格 评测】-京东","[]","89.00","https://item.jd.com/2122249.html","0.99","88000","300","300"
" 1796149","【安佳牛奶】新西兰原装进口 安佳（Anchor）轻欣纯牛奶 超高温灭菌脱脂牛奶1L*12原箱装【行情 报价 价格 评测】-京东","安佳牛奶京东自营旗舰店","129.00","https://item.jd.com/1796149.html","0.99","49000","200","100"
